stop_name,latitude,longitude,description
ΤΣ Οβρυά,38.193224,21.712474,Εξυπηρετεί τη γραμμή:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας
Δεμένικα - Παιδικός Σταθμός,38.202346,21.737078,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Σχολεία Δεμένικα,38.202025,21.739688,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Άγ. Θεόδωροι,38.201562,21.744043,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Τέρμα Δεμένικα,38.201263,21.745826,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Έλληνος Στρατιώτου,38.188682,21.734089,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Πλατεία Πρ. Ηλία,38.18716,21.735544,Εξυπηρετεί τις γραμμές:<br>801 Άνω Κάτω Οβρυά - Δεμένικα - Πρ. Ηλίας<br>803 Καλλιθέα - Θέα - Δεμένικα
Μίνωος,38.182166,21.728044,Εξυπηρετεί τη γραμμή:<br>803 Καλλιθέα - Θέα - Δεμένικα
Κυριαζής,38.180033,21.728649,Εξυπηρετεί τη γραμμή:<br>803 Καλλιθέα - Θέα - Δεμένικα
Αγία Τριάδα,38.161908,21.727733,Εξυπηρετεί τη γραμμή:<br>803 Καλλιθέα - Θέα - Δεμένικα
Άνω Καλλιθέα,38.162939,21.730452,Εξυπηρετεί τη γραμμή:<br>803 Καλλιθέα - Θέα - Δεμένικα
Τέρμα Καλλιθέα,38.161668,21.732368,Εξυπηρετεί τις γραμμές:<br>803 Καλλιθέα - Θέα - Δεμένικα<br>804 Κέντρο
Καλλιθέα,38.163455,21.729325,Εξυπηρετεί τις γραμμές:<br>803 Καλλιθέα - Θέα - Δεμένικα<br>804 Κέντρο
Διασταύρωση,38.163366,21.727466,Εξυπηρετεί τις γραμμές:<br>803 Καλλιθέα - Θέα - Δεμένικα<br>804 Κέντρο
Μπότσαρη,38.165473,21.726992,Εξυπηρετεί τις γραμμές:<br>803 Καλλιθέα - Θέα - Δεμένικα<br>804 Κέντρο
Στροφές,38.168399,21.727103,Εξυπηρετεί τις γραμμές:<br>803 Καλλιθέα - Θέα - Δεμένικα<br>804 Κέντρο
Βότση,38.17042,21.727076,Εξυπηρετεί τις γραμμές:<br>803 Καλλιθέα - Θέα - Δεμένικα<br>804 Κέντρο
Πάροδος Παλαιοχώρας,38.171502,21.722259,Εξυπηρετεί τη γραμμή:<br>803 Καλλιθέα - Θέα - Δεμένικα
Παλαιοχώρας,38.170334,21.719654,Εξυπηρετεί τη γραμμή:<br>803 Καλλιθέα - Θέα - Δεμένικα
Θέα,38.168746,21.716645,Εξυπηρετεί τη γραμμή:<br>803 Καλλιθέα - Θέα - Δεμένικα
ΤΣ Θέα,38.166494,21.71549,Εξυπηρετεί τις γραμμές:<br>803 Καλλιθέα - Θέα - Δεμένικα<br>804 Κέντρο
Σχολεία Κάτω Οβρυάς,38.192309,21.710267,Εξυπηρετεί τη γραμμή:<br>804 Κέντρο
Καπετάν Γκριντζάλη,38.190942,21.709916,Εξυπηρετεί τη γραμμή:<br>804 Κέντρο
Χρήστου Γιαλελή,38.191419,21.704602,Εξυπηρετεί τη γραμμή:<br>804 Κέντρο
Κόμβος Περιμετρικής,38.189254,21.720702,Εξυπηρετεί τη γραμμή:<br>804 Κέντρο
Ηλείας,38.194905,21.728241,Εξυπηρετεί τη γραμμή:<br>804 Κέντρο
Αγ. Νικολάου,38.247595,21.73744,Εξυπηρετεί τις γραμμές:<br>202 Ν. Δρόμος - Συχαινά<br>303 Θερμοπυλών<br>601 Πανεπιστήμιο - Νοσοκομείο<br>602 Express Πανεπιστήμιο - Νοσοκομείο<br>603 Πανεπιστήμιο - Άγ. Βασίλειος - Δημορηγόπουλο - Ρίο<br>604 Πανεπιστήμιο - Νοσοκομείο - Ρίο<br>606 Προάστιο - Καστελλόκαμπος - Porto Rio<br>607 Βούντενη - Μπάλας<br>608 Άνω Καστρίτσι<br>804 Κέντρο
Αιόλου,38.178744,21.726286,Εξυπηρετεί τη γραμμή:<br>804 Κέντρο
Κρητικού,38.193454,21.731973,Εξυπηρετεί τη γραμμή:<br>804 Κέντρο
Άγ. Διονύσιος,38.254071,21.738578,Εξυπηρετεί τις γραμμές:<br>104 Τερψιθέα<br>901 Πανεπιστήμιο - Νοσοκομείο μέσω Έλλ. Στρατιώτου
Πλατεία Αγ. Λαύρας - ΙΚΑ,38.255382,21.740747,Εξυπηρετεί τις γραμμές:<br>104 Τερψιθέα<br>901 Πανεπιστήμιο - Νοσοκομείο μέσω Έλλ. Στρατιώτου
Πολυνείκους,38.265951,21.74668,Εξυπηρετεί τις γραμμές:<br>104 Τερψιθέα<br>901 Πανεπιστήμιο - Νοσοκομείο μέσω Έλλ. Στρατιώτου
Καζαντζάκη,38.26929,21.750316,Εξυπηρετεί τη γραμμή:<br>901 Πανεπιστήμιο - Νοσοκομείο μέσω Έλλ. Στρατιώτου
Εμμανουήλ Ροΐδη,38.272686,21.754625,Εξυπηρετεί τη γραμμή:<br>901 Πανεπιστήμιο - Νοσοκομείο μέσω Έλλ. Στρατιώτου
Αφετηρία Parking Τερψιθέας,38.268072,21.738905,Εξυπηρετεί τη γραμμή:<br>111 Parking Τερψιθέα
Μαρίνα,38.264226,21.739388,Εξυπηρετεί τη γραμμή:<br>111 Parking Τερψιθέας
Parking,38.267202,21.739356,Εξυπηρετεί τη γραμμή:<br>111 Parking Τερψιθέας
Ακτή Δημαίων & Παπαφλέσσα,38.240894,21.726288,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι<br>118 Λιμάνι - Port
Ακτή Δημαίων & Β. Ηπείρου,38.233179,21.724697,Εξυπηρετεί τις γραμμές:<br>501 Τσουκαλέικα - Μονοδένδρι<br>502 Μιντιλόγλι<br>118 Λιμάνι - Port
Αφετηρία Νέο Λιμάνι,38.226381,21.721396,Εξυπηρετεί τη γραμμή:<br>118 Λιμάνι - Port
Ι.Ν. Άγ. Ανδρέας,38.24141,21.726533,Εξυπηρετεί τις γραμμές:<br>503 Κέντρο<br>118 Λιμάνι - Port
